code	english	code	malay
2425985	Tom hadn't washed clothes in a long time, so he searched through his dirty clothes to see if there was something clean enough to wear.	10031038	Sudah lama Tom tidak mencuci pakaian, jadi dia mencari-cari pakaian kotornya untuk melihat apakah ada sesuatu yang cukup bersih untuk dipakai.
953635	I think it's a shame that some foreign language teachers were able to graduate from college without ever having studied with a native speaker.	10031066	Saya rasa amat memalukan kerana sebilangan guru bahasa asing dapat menamatkan pengajian tanpa pernah belajar dengan penutur asli.
1065032	Tom said, "You can kiss your girlfriend goodbye if you don't kiss her goodbye," which meant, "If you don't kiss your girlfriend goodbye, then you'll never see her again."	10031141	Tom berkata, "awak boleh mencium kekasih awak jika awak tidak menciumnya untuk 'perpisahan'," yang bermaksud "Sekiranya awak tidak mencium kekasih awak, maka awak tidak akan melihatnya lagi."
1025038	Tom is fully aware of the problem.	10033029	Tom menyedari sepenuhnya masalahnya.
680353	Tom is getting behind in his work.	10037445	Tom ketinggalan dalam kerjanya.
1904224	Tom is hardworking and dependable.	10037447	Tom rajin dan boleh dipercayai.
7518548	I knew Tom was a very good student.	9689182	Saya tahu yang Tom ialah seorang pelajar yang bagus.
10050645	I sent them yesterday. You should receive it tomorrow.	961181	Saya telah menghantarnya semalam, awak patut menerimanya esok.
10050648	For children, poverty is akin to a punishment for a crime that they have never committed.	7776243	Kemiskinan bagi seorang kanak-kanak ibarat hukuman kepada mereka bagi kesalahan yang tidak pernah mereka lakukan.
7389941	He lost his life in a car accident.	4556704	Dia kehilangan hidupnya dalam kemalangan kereta.
10050651	Mother is playing tennis right now.	3306882	Emak sedang bermain tenis sekarang.
10050652	I love Esperanto songs.	6470984	Saya suka lagu-lagu di Esperanto.
10050654	The glass is coloured red and white.	9621120	Gelas berwarna merah dan putih.
10050656	I will eat here.	9881225	Saya akan makan di sini.
10050660	The first thing you need to do when choosing a book to read is to pick one that really interests you.	8223126	Perkara pertama yang diperlukan dalam memilih buku untuk dibaca ialah memilih orang yang sangat menarik minat anda.
10050663	We shall play football together later in the evening, alright?	2391727	Petang nanti, kita main bola bersama-sama ya!
10050664	I want to meet them again.	961199	Saya mahu berjumpa mereka sekali lagi.
10050665	We have not met in a long time.	4560192	Kita lama tak jumpa.
10050666	He doesn't play the piano well.	3306913	Dia tidak pandai bermain piano.
10050668	He said "I want to be a scientist."	6470996	Dia berkata, "Saya mahu menjadi saintis."
10050671	"Why?" "I don't have my keys." "What keys?" "Motorcycle keys."	8225813	"Kenapa?" "Kunci saya tak ada lah." "Kunci apa?" "Kunci motor lah. "
10081434	I'm here waiting for you.	9945784	Aku disini menanti kau.
10050674	All students must learn English in order to communicate internationally.	2391732	Semua pelajar hendaklah belajar Bahasa Inggeris agar dapat berkomunikasi di peringkat antarabangsa.
2756723	Don't you worry.	5239317	Janganlah awak bimbang.
591205	Stay at home.	8626626	Duduk di rumah.
296800	He has no wife, no children and no friends.	10050687	Dia tidak mempunyai seorang isteri, anak, dan kawan
378827	Is it true?	3936301	Betulkah?
9994300	We're mad at Tom.	10070623	Kami memarahi pada Tom.
7982080	Sami was waving a gun around.	10076374	Sami sedang mengacukan pistol di sekitar.
10081563	Finish it quickly!	2391836	Cepatlah bersiap!
1839531	I'm hungry.	3936265	Perut lapar.
4397602	It's expensive.	3936333	Harganya mahal.
10081566	Next person!	3936336	Orang seterusnya!
273666	Certainly.	3936641	Sudah tentu.
1998219	Look at this.	9839120	Tengok ini.
1819087	I love this school.	2607217	Aku cinta sekolah ini.
10081569	Is wearing this shirt appropriate?	2918363	Adakah baju ini sesuai?
10081571	Is this shirt suitable?	2918363	Adakah baju ini sesuai?
1074385	We almost froze to death.	4560188	Hampir kita mati kesejukan.
10081572	This event has ended.	4584870	Acara ini sudah berakhir.
10081573	He weighs more than 80 kilograms.	4589960	Dia lebih 80 kilo.
10081574	Yes, we’re doing fine.	4651381	Ya, kami baik sahaja.
10081578	You want to go too?	4561398	Awak nak pergi jugakah?
10081579	You want to tag along?	4561398	Awak nak pergi jugakah?
10081583	I'll take a drink first.	9021909	Saya minum dulu.
10081584	I don't change.	9146621	Aku tidak berubah.
3396671	I haven't changed.	9146621	Aku tidak berubah.
3563736	Do you want to tag along?	10085381	Mahukah awak mengikutinya?
6783268	"He holds huge rocks; these, Eurus, are for thee, / there let him glory in his hall and reign, / but keep his winds close prisoners."	10085383	"Dia memegang batu-batu besar; ini, Eurus, adalah untukmu, / di sana membiarkannya memuliakan di balai dan memerintahnya, / tetapi membiarkan anginnya mendekati tahanan."
10085624	Hence, we have to take care of ourselves.	10085617	Lantaran itu, kita perlu menjaga kita sendiri.
1329086	Nobody encouraged her.	10099047	Tiada sesiapa pun yang mendorongkannya.
6827064	You're going to hurt yourself if you aren't careful.	9695650	Jika awak tidak berhati-hati, awak akan mencederakan diri awak sendiri.
7506408	You're going to hurt yourself if you're not careful.	9695650	Jika awak tidak berhati-hati, awak akan mencederakan diri awak sendiri.
2648032	That was my intent.	10110386	Itulah niat saya.
2648032	That was my intent.	10110387	Itulah tujuan saya.
6251901	I didn't think I'd be back so soon.	10115669	Saya rasa takkan segera kembali.
10115747	We'll eat together tomorrow, OK?	10115751	Kita akan makan bersama esok, okey?
2025920	Is there something you want to ask me?	10125904	Ada sesuatu yang kamu mahu tanya pada saya?
2025920	Is there something you want to ask me?	10125905	اد سسواتو يڠ كامو ماهو تاڽ ڤد ساي؟
256462	I can't do without an air conditioner in the summer.	10125918	Saya tidak boleh buat apa-apa di musim panas tanpa penghawa dingin.
256462	I can't do without an air conditioner in the summer.	10125923	ساي تيدق بوليه بوات اڤ٢ دموسيم ڤانس تنڤا ڤڠهاوا ديڠين.
3328530	Can I ask you for a favor?	10125929	Boleh saya minta tolong sesuatu?
3328530	Can I ask you for a favor?	10125930	بوليه ساي مينتا تولوڠ سسواتو؟
7401919	He said that he was worried.	10125935	Dia cakap bahawa dia risau.
7401919	He said that he was worried.	10125938	دي چاكڤ بهاوا دي ريساو.
7401920	She said that she was worried.	10125935	Dia cakap bahawa dia risau.
7401920	She said that she was worried.	10125938	دي چاكڤ بهاوا دي ريساو.
6255992	You're too young to drive a car.	10125947	Kamu terlalu muda untuk memandu kereta.
6255992	You're too young to drive a car.	10125950	كامو ترلالو مودا اونتوق ممندو كريتا.
1793432	Do you happen to know what time it is?	10125953	Sekarang pukul berapa?
1793432	Do you happen to know what time it is?	10125957	Adakah kamu tahu sekarang pukul berapa?
1793432	Do you happen to know what time it is?	10125959	سكارڠ ڤوكول براڤ؟
1793432	Do you happen to know what time it is?	10125962	اداكه كامو تاهو سكارڠ ڤوكول براڤ؟
2862895	He is not your father.	10125972	Dia bukan ayah kamu.
2862895	He is not your father.	10125974	دي بوكن ايه كامو.
7287506	Sami didn't think Layla would do something like that.	10125996	Sami tidak merasakan bahawa Layla akan berbuat sedemikian.
7287506	Sami didn't think Layla would do something like that.	10125999	سامي تيدق مراسكن بهاوا لايلا اكن بربوات سدميكين.
5455514	Everyone's waiting to see what Tom will do.	10126009	Semua orang menunggu untuk melihat apa yang Tom akan lakukan.
5455514	Everyone's waiting to see what Tom will do.	10126013	سموا اورڠ منوڠڬو اونتوق مليهت اڤ يڠ توم اكن لاكوكن.
8634442	Pandemics are not fun.	10126046	Pandemik tidak seronok.
8634442	Pandemics are not fun.	10126047	ڤندميک تيدق سرونوق.
9477501	What's a pandemic?	10126056	Apa itu pandemik?
9477501	What's a pandemic?	10126057	اڤ ايت ڤندميک؟
8556421	Tom is afraid of the pandemic.	10126061	Tom takut akan pandemik.
8556421	Tom is afraid of the pandemic.	10126063	توم تاكوت اكن ڤندميک.
9860246	The next pandemic could be even worse.	10126069	Pandemik seterusnya pasti akan lebih teruk.
9860246	The next pandemic could be even worse.	10126071	ڤندميک ستروسڽ ڤستي اكن لبيه تروق.
6527085	Tom says he isn't yet sure what the problem is.	10126076	Tom kata dia masih belum pasti lagi apa masalahnya.
6527085	Tom says he isn't yet sure what the problem is.	10126079	توم كات دي بلوم ڤستي لاڬي اڤ ماسئلهڽ.
10126082	Algeria's future is bright.	10126098	Masa hadapan Algeria adalah cerah.
10126082	Algeria's future is bright.	10126108	ماس هدڤن الڬيريا اداله چره.
10126222	I'm also a newbie.	9302778	Saya juga pemula.
2799737	I'm thinking of launching a new website.	10126246	Saya rasa mahu membuat laman sesawang baharu.
2799737	I'm thinking of launching a new website.	10126247	ساي راس ماهو بوات لامن سسواڠ بهارو.
10126044	Tom was sure he'd never see Mary again.	9708919	Tom pasti dia tidak akan bertemu Mary lagi.
10129744	Tom didn't let me do what I wanted to do.	10129748	Tom tidak membiarkan saya melakukan apa yang saya mahu lakukan.
10138254	I don't understand the way that Tom thinks.	8938259	Saya tidak faham cara Tom berfikir.
10139194	Make sure you read this if you want to learn the Kadazan language.	10139200	Pastikan anda membaca ini jika anda ingin mempelajari bahasa Kadazan.
2641864	Tom loved Mary and Mary loved him.	10139300	Tom mencintai Mary dan Mary mencintainya.
2641865	Tom looks like he's ready to work.	10139304	Tom nampaknya dia sudah bersedia untuk bekerja.
2641866	Tom knows how much Mary loves him.	10139307	Tom tahu betapa Mary menyayanginya.
2641867	Tom knew Mary was up to something.	10139310	Tom tahu Mary menginginkan sesuatu.
2641868	Tom is wearing his soccer uniform.	10139312	Tom memakai pakaian seragam bola sepaknya.
2641869	Tom is wearing a wide-brimmed hat.	10139314	Tom memakai topi berbulu lebar.
2641870	Tom is the only one with a camera.	10139316	Tom adalah satu-satunya dengan kamera.
2641871	Tom is talking in his sleep again.	10139321	Tom bercakap dalam tidurnya lagi.
10143459	That isn't your problem anymore.	6473230	Itu bukan masalah awak lagi.
10145731	Tom didn't know how to describe it.	10145733	Tom tidak tahu bagaimana menggambarkannya.
243554	If you turn to the left, you'll see a white building.	10145736	Jika kamu berbelok ke kiri, kamu akan melihat sebuah bangunan putih.
243555	Turning left you will find the bus stop.	10145743	Belok kiri anda akan menemui hentian bas.
243557	Lie down on your left side.	10145749	Berbaring di sebelah kiri anda.
4799212	I really like riding my bike to school.	10152699	Saya suka berbasikal ke sekolah.
4799212	I really like riding my bike to school.	10152701	ساي سوک برباسيکل کسکوله.
6260972	I have to take out the garbage.	10152705	Saya perlu membuang sampah.
6260972	I have to take out the garbage.	10152706	ساي ڤرلو ممبواڠ سمڤه.
8980421	You're sure to succeed, whatever you do.	10152719	Apa sahaja yang kamu lakukan, pastinya ia akan berjaya.
8980421	You're sure to succeed, whatever you do.	10152722	اڤ سهاج يڠ کامو لاکوکن⹁ ڤستي اي اکن برجاي.
6265647	Where did you study French?	10152739	Dimanakah kamu belajar Perancis?
6265647	Where did you study French?	10152742	دمانکه کامو بلاجر ڤرنچيس؟
2427911	My son lied to me.	10152849	Anak saya menipu saya.
2427911	My son lied to me.	10152852	Anak saya berdusta kepada saya.
6499260	I'm pretty sure that Tom and Mary are the only ones who have to do that.	10156321	Saya yakin bahawa hanya Tom dan Mary sahaja perlu lakukannya.
6499260	I'm pretty sure that Tom and Mary are the only ones who have to do that.	10156322	ساي ياکين بهاوا توم دان ماري سهاج ڤرلو لاکوکنڽ.
2499065	That's not fair!	10156348	Ini tidak adil!
2499065	That's not fair!	10156350	اين تيدق عاديل!
1810909	But have you received the messages?	10156622	تتاڤي اداكه كامو تله منريما ميسيج؟
1810909	But have you received the messages?	10156624	Tetapi adakah anda telah menerima pesanan?
1810909	But have you received the messages?	10156626	تتاڤي اداكه اندا تله منريما ڤسنن؟
1700587	We are checking our mailboxes.	10156628	كامي سدڠ ممريقسا ڤتي سورت.
1700587	We are checking our mailboxes.	10156631	Kami sedang menyemak peti surat kami.
1700587	We are checking our mailboxes.	10156632	كامي سدڠ مڽيمق ڤتي سورت كامي.
